"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00047765","1953-01-01","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","   86",",,0","    0",",,0","    0",",,0","  122",",,0","   78",",,0",,,,,"  122",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-01-02","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    3",",,0","    0",",,0","    0",",,0","  122",",,0","   89",",,0",,,,,"  111",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-01-03","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  144",",,0","   50",",,0",,,,,"  111",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-01-04","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  133",",,0","   61",",,0",,,,,"  106",",,0",,,,,,,,,,
"USC00047765","1953-01-05","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  106",",,0","   44",",,0",,,,,"   72",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-01-06","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","  127",",,0","    0",",,0","    0",",,0","  139",",,0","   72",",,0",,,,,"  128",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-01-07","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","  122",",,0","    0",",,0","    0",",,0","  161",",,0","  100",",,0",,,,,"  133",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-01-08","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","   66",",,0","    0",",,0","    0",",,0","  172",",,0","  128",",,0",,,,,"  156",",,0",,,,,,,"    1",",,0",,
"USC00047765","1953-01-09","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","   84",",,0","    0",",,0","    0",",,0","  167",",,0","  128",",,0",,,,,"  139",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-01-10","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    3",",,0","    0",",,0","    0",",,0","  183",",,0","  111",",,0",,,,,"  183",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-01-11","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0","T,,0","    0",",,0","    0",",,0","  183",",,0","  117",",,0",,,,,"  128",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-01-12","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","   61",",,0","    0",",,0","    0",",,0","  161",",,0","  111",",,0",,,,,"  139",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-01-13","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","   46",",,0","    0",",,0","    0",",,0","  139",",,0","  100",",,0",,,,,"  122",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-01-14","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","   46",",,0","    0",",,0","    0",",,0","  133",",,0","   83",",,0",,,,,"  122",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-01-15","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  156",",,0","   50",",,0",,,,,"  128",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-01-16","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0","T,,0","    0",",,0","    0",",,0","  133",",,0","   50",",,0",,,,,"  122",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-01-17","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","   66",",,0","    0",",,0","    0",",,0","  122",",,0","   94",",,0",,,,,"  122",",,0",,,,,,,,,,
"USC00047765","1953-01-18","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","  104",",,0","    0",",,0","    0",",,0","  128",",,0","  122",",,0",,,,,"  128",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-01-19","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","  122",",,0","    0",",,0","    0",",,0","  139",",,0","  117",",,0",,,,,"  139",",,0",,,,,,,,,,
"USC00047765","1953-01-20","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","  124",",,0","    0",",,0","    0",",,0","  139",",,0","   94",",,0",,,,,"  117",",,0",,,,,,,"    1",",,0",,
"USC00047765","1953-01-21","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  144",",,0","   50",",,0",,,,,"  122",",,0",,,,,,,,,,
"USC00047765","1953-01-22","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0","T,,0","    0",",,0","    0",",,0","  156",",,0","   50",",,0",,,,,"  144",",,0",,,,,,,,,,
"USC00047765","1953-01-23","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  178",",,0","   72",",,0",,,,,"  139",",,0",,,,,,,,,,
"USC00047765","1953-01-24","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  161",",,0","   78",",,0",,,,,"  133",",,0",,,,,,,,,,
"USC00047765","1953-01-25","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0","T,,0","    0",",,0","    0",",,0","  133",",,0","   94",",,0",,,,,"  122",",,0",,,,,,,,,,
"USC00047765","1953-01-26","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  133",",,0","   50",",,0",,,,,"  128",",,0",,,,,,,,,,
"USC00047765","1953-01-27","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  144",",,0","   39",",,0",,,,,"  133",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-01-28","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  167",",,0","   61",",,0",,,,,"  150",",,0",,,,,,,,,,
"USC00047765","1953-01-29","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  200",",,0","   67",",,0",,,,,"  150",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-01-30","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  189",",,0","   67",",,0",,,,,"  167",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-01-31","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  189",",,0","   78",",,0",,,,,"  150",",,0",,,,,,,,,,
"USC00047765","1953-02-01","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0","T,,0","    0",",,0","    0",",,0","  183",",,0","   94",",,0",,,,,"  111",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-02-02","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0","T,,0","    0",",,0","    0",",,0","  161",",,0","   72",",,0",,,,,"  139",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-02-03","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0","T,,0","    0",",,0","    0",",,0","  178",",,0","   67",",,0",,,,,"  133",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-02-04","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0","T,,0","    0",",,0","    0",",,0","  178",",,0","   89",",,0",,,,,"  167",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-02-05","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    3",",,0","    0",",,0","    0",",,0","  167",",,0","  100",",,0",,,,,"  122",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-02-06","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  167",",,0","   89",",,0",,,,,"  133",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-02-07","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0","T,,0","    0",",,0","    0",",,0","  133",",,0","   89",",,0",,,,,"  117",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-02-08","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    3",",,0","    0",",,0","    0",",,0","  172",",,0","   44",",,0",,,,,"  167",",,0",,,,,,,,,,
"USC00047765","1953-02-09","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  189",",,0","   89",",,0",,,,,"  183",",,0",,,,,,,,,,
"USC00047765","1953-02-10","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  183",",,0","   61",",,0",,,,,"  150",",,0",,,,,,,,,,
"USC00047765","1953-02-11","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0","T,,0","    0",",,0","    0",",,0","  150",",,0","   39",",,0",,,,,"  128",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-02-12","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  206",",,0","   44",",,0",,,,,"  200",",,0",,,,,,,,,,
"USC00047765","1953-02-13","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  206",",,0","   83",",,0",,,,,"  167",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-02-14","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  167",",,0","   61",",,0",,,,,"   94",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-02-15","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  139",",,0","   28",",,0",,,,,"  139",",,0",,,,,,,,,,
"USC00047765","1953-02-16","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  167",",,0","   50",",,0",,,,,"  150",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-02-17","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0","T,,0","    0",",,0","    0",",,0","  150",",,0","   50",",,0",,,,,"  122",",,0",,,,,,,"    1",",,0",,
"USC00047765","1953-02-18","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  122",",,0","   39",",,0",,,,,"  106",",,0",,,,,,,"    1",",,0",,
"USC00047765","1953-02-19","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  144",",,0","   61",",,0",,,,,"  122",",,0",,,,,,,"    1",",,0",,
"USC00047765","1953-02-20","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  150",",,0","   39",",,0",,,,,"  111",",,0",,,,,,,,,,
"USC00047765","1953-02-21","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  161",",,0","   39",",,0",,,,,"  133",",,0",,,,,,,,,,
"USC00047765","1953-02-22","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  133",",,0","   33",",,0",,,,,"  117",",,0",,,,,,,,,,
"USC00047765","1953-02-23","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  150",",,0","   61",",,0",,,,,"  144",",,0",,,,,,,"    1",",,0",,
"USC00047765","1953-02-24","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  167",",,0","   56",",,0",,,,,"  156",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-02-25","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  172",",,0","   44",",,0",,,,,"  122",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-02-26","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  178",",,0","   61",",,0",,,,,"  156",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-02-27","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  178",",,0","   50",",,0",,,,,"   72",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-02-28","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  106",",,0","   33",",,0",,,,,"   94",",,0",,,,,,,"    1",",,0",,
"USC00047765","1953-03-01","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0","T,,0","    0",",,0","    0",",,0","  100",",,0","   56",",,0",,,,,"   89",",,0",,,,,,,"    1",",,0",,
"USC00047765","1953-03-02","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  117",",,0","   17",",,0",,,,,"  111",",,0",,,,,,,,,,
"USC00047765","1953-03-03","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  161",",,0","   33",",,0",,,,,"  133",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-03-04","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  200",",,0","   44",",,0",,,,,"  161",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-03-05","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  222",",,0","   44",",,0",,,,,"  156",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-03-06","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  244",",,0","   61",",,0",,,,,"  200",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-03-07","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  272",",,0","  106",",,0",,,,,"  267",",,0",,,,,,,,,,
"USC00047765","1953-03-08","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  272",",,0","   89",",,0",,,,,"  111",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-03-09","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  144",",,0","   83",",,0",,,,,"  139",",,0",,,,,,,,,,
"USC00047765","1953-03-10","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","   99",",,0","    0",",,0","    0",",,0","  139",",,0","   89",",,0",,,,,"  106",",,0",,,,,,,,,"    1",",,0"
"USC00047765","1953-03-11","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    5",",,0","    0",",,0","    0",",,0","  128",",,0","   67",",,0",,,,,"  128",",,0",,,,,,,,,,
"USC00047765","1953-03-12","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","   53",",,0","    0",",,0","    0",",,0","  128",",,0","   89",",,0",,,,,"  111",",,0",,,,,,,,,,
"USC00047765","1953-03-13","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  133",",,0","   28",",,0",,,,,"  111",",,0",,,,,,,,,,
"USC00047765","1953-03-14","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  122",",,0","   33",",,0",,,,,"  117",",,0",,,,,,,,,,
"USC00047765","1953-03-15","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  144",",,0","   56",",,0",,,,,"  111",",,0",,,,,,,,,,
"USC00047765","1953-03-16","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0","T,,0","    0",",,0","    0",",,0","  144",",,0","   72",",,0",,,,,"  117",",,0",,,,,,,,,,
"USC00047765","1953-03-17","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  133",",,0","   33",",,0",,,,,"  122",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-03-18","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    8",",,0","    0",",,0","    0",",,0","  139",",,0","   61",",,0",,,,,"  117",",,0",,,,,,,"    1",",,0",,
"USC00047765","1953-03-19","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","  224",",,0","    0",",,0","    0",",,0","  117",",,0","   83",",,0",,,,,"  111",",,0",,,,,,,,,,
"USC00047765","1953-03-20","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","   10",",,0","    0",",,0","    0",",,0","  117",",,0","   56",",,0",,,,,"  106",",,0",,,,,,,"    1",",,0",,
"USC00047765","1953-03-21","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","   41",",,0","    0",",,0","    0",",,0","  133",",,0","   72",",,0",,,,,"  128",",,0",,,,,,,,,,
"USC00047765","1953-03-22","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  167",",,0","   56",",,0",,,,,"  139",",,0",,,,,,,,,,
"USC00047765","1953-03-23","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  217",",,0","   72",",,0",,,,,"  156",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-03-24","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0","T,,0","    0",",,0","    0",",,0","  156",",,0","   78",",,0",,,,,"  111",",,0",,,,,,,"    1",",,0",,
"USC00047765","1953-03-25","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    5",",,0","    0",",,0","    0",",,0","  150",",,0","   78",",,0",,,,,"  128",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-03-26","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  139",",,0","   67",",,0",,,,,"  122",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-03-27","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  139",",,0","   56",",,0",,,,,"  111",",,0",,,,,,,,,,
"USC00047765","1953-03-28","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  117",",,0","   83",",,0",,,,,"  106",",,0",,,,,,,"    1",",,0",,
"USC00047765","1953-03-29","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  144",",,0","   67",",,0",,,,,"  117",",,0",,,,,,,"    1",",,0",,
"USC00047765","1953-03-30","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  156",",,0","   50",",,0",,,,,"  139",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-03-31","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  144",",,0","   56",",,0",,,,,"  128",",,0",,,,,,,,,,
"USC00047765","1953-04-01","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  178",",,0","   72",",,0",,,,,"  122",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-04-02","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  150",",,0","   72",",,0",,,,,"  106",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-04-03","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  156",",,0","   78",",,0",,,,,"  133",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-04-04","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  133",",,0","   72",",,0",,,,,"  106",",,0",,,,,,,,,,
"USC00047765","1953-04-05","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  156",",,0","   78",",,0",,,,,"  139",",,0",,,,,,,,,,
"USC00047765","1953-04-06","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  139",",,0","   67",",,0",,,,,"  128",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-04-07","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    3",",,0","    0",",,0","    0",",,0","  128",",,0","   56",",,0",,,,,"   78",",,0",,,,,,,"    1",",,0",,
"USC00047765","1953-04-08","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  111",",,0","   44",",,0",,,,,"  106",",,0",,,,,,,,,,
"USC00047765","1953-04-09","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  128",",,0","   44",",,0",,,,,"  111",",,0",,,,,,,,,,
"USC00047765","1953-04-10","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","   28",",,0","    0",",,0","    0",",,0","  128",",,0","   50",",,0",,,,,"  122",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-04-11","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  144",",,0","   39",",,0",,,,,"  117",",,0",,,,,,,,,,
"USC00047765","1953-04-12","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  133",",,0","   50",",,0",,,,,"  122",",,0",,,,,,,,,,
"USC00047765","1953-04-13","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  133",",,0","   78",",,0",,,,,"  133",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-04-14","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  144",",,0","   83",",,0",,,,,"  117",",,0",,,,,,,,,,
"USC00047765","1953-04-15","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  128",",,0","   72",",,0",,,,,"  128",",,0",,,,,,,,,,
"USC00047765","1953-04-16","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    5",",,0","    0",",,0","    0",",,0","  139",",,0","   83",",,0",,,,,"  111",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-04-17","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    3",",,0","    0",",,0","    0",",,0","  156",",,0","   94",",,0",,,,,"  133",",,0","    1",",,0",,,,,,,,
"USC00047765","1953-04-18","37.76667","-122.46667","75.9","SAN FRANCISCO CALIFORNIA ACADEMY OF SCIENCES, CA US","    0",",,0","    0",",,0","    0",",,0","  222",",,0","   72",",,0",,,,,"  139",",,0",,,,,,,,,,
